"","sum","pFemale"
"1",973,0.504624871531346
"2",823,0.529769137302552
"3",758,0.53957783641161
"4",951,0.534174553101998
"5",1025,0.532682926829268
"6",1129,0.530558015943313
"7",1047,0.527220630372493
"8",868,0.54147465437788
"9",810,0.518518518518518
"10",656,0.524390243902439
"11",509,0.522593320235756
"12",422,0.561611374407583
"13",338,0.541420118343195
"14",169,0.662721893491124
